-40.411,-0.015078,-1.6694e-05,-0.00010109,-1.0953,-5.0361,-2.522e-05,-7.1697e-06,-1.3153,-7.4107,-0.40076,0.32222,5.7051,1.2154,0.00068124,-4.2366e-06,-4.4e-06,-4.1699e-06,-5.448e-06,-0.0027039,-4.7056,-202.67,-198.05,-193.43,-188.82,-184.2,-179.58,-174.96,-170.21,-161.5,-150.95,-143.38,-134.84,-122.39,-112.59,-99.759,-86.079,-71.596,-58.421,-47.739,-41.115,-34.498,-27.913,-21.454,-15.387,-10.241,-6.6712,-5.038,-5.6301,-10.136,-28.039,-1.566,-0.00025182,-1.1541e-06,-1.107e-06,-1.1071e-06,-1.718e-06,-0.0032444,-23.247,-1.6852e-05,-6.7697e-07,-6.7695e-07,-6.7695e-07,-6.7694e-07,-6.7694e-07,-6.7694e-07,-6.7693e-07,-6.7694e-07,-6.7694e-07,-6.7694e-07,-6.7694e-07,-6.7693e-07,-6.7694e-07,-6.7693e-07,-6.7694e-07,-6.7695e-07,-6.7694e-07,-6.7695e-07,-6.7694e-07,-6.7693e-07,-6.7695e-07,-6.7694e-07,-6.7694e-07,-6.7694e-07,-6.7693e-07,-6.7693e-07,-6.7694e-07,-6.7695e-07,-6.7693e-07,-6.7696e-07,-6.7693e-07,-6.7694e-07,-6.7694e-07,-6.7694e-07,-6.7694e-07,-6.7694e-07,-6.7695e-07,-6.7694e-07,-6.7695e-07,-6.7694e-07
-39.692,-0.92593,-0.01577,0.0032886,0.20911,14.101,3.2708,7.5139,-3.2354e-06,-2.3113e-06,-2.2111e-06,-2.1081e-06,-2.0016e-06,-1.8908e-06,-0.0011529,-0.93287,-0.45016,-0.42882,-0.0072057,-24.35,-269.49,-256.97,-243.81,-230.4,-217.8,-207.91,-196.3,-185.23,-163.31,-151.67,-146.88,-141.82,-131.54,-113.32,-95.095,-76.873,-58.657,-40.538,-23.172,-8.6054,-1.2608,-0.4043,-0.12744,-0.040106,-0.012668,-0.0041492,-0.001815,-0.0021755,-0.0057714,-0.017995,-0.057281,-0.18396,-0.60293,-2.0623,-6.7336,-23.575,-0.65609,-0.0042912,-3.1245e-05,-2.1409e-05,-0.0028439,-0.43118,-10.726,-0.00033944,-8.3136e-07,-8.1719e-07,-8.1722e-07,-8.172e-07,-8.1721e-07,-8.172e-07,-8.1719e-07,-8.172e-07,-8.172e-07,-8.1721e-07,-8.172e-07,-8.172e-07,-8.172e-07,-8.172e-07,-8.172e-07,-8.1719e-07,-8.1722e-07,-8.1721e-07,-8.172e-07,-8.1721e-07,-8.1722e-07,-8.172e-07,-8.172e-07,-8.172e-07,-8.1717e-07,-8.172e-07,-8.172e-07,-8.172e-07,-8.1718e-07,-8.1719e-07,-8.172e-07,-8.172e-07,-8.1721e-07,-8.172e-07,-8.1721e-07,-8.1719e-07
-32.985,-0.14385,-0.00021293,-1.7521e-05,0.0066847,5.3148,-0.62652,-1.0515,-4.5438,-0.0064873,-1.5984e-05,0.00024421,0.18163,1.1388,9.5388e-05,-4.9764e-06,-4.8107e-06,-4.6282e-06,-4.4371e-06,-4.5587e-06,-0.0036816,-0.99934,-2.7339,-287.32,-275.09,-262.86,-250.64,-238.41,-226.18,-213.95,-203.45,-192.48,-184.36,-176.21,-165.08,-139.07,-111.27,-83.479,-55.797,-29.584,-10.444,-2.294,-0.31694,0.052811,0.69873,4.4384,4.2294,1.462,0.51055,0.1843,0.06744,0.024521,0.0081251,0.00048516,-0.0066096,-0.020779,-0.057349,-0.15654,-0.4321,-1.2292,-3.5809,-9.7831,-13.03,-0.30101,-0.0054207,-0.00010345,-5.5906e-05,-0.0027806,-0.15327,-8.7518,-0.041829,-7.9065e-07,-7.8209e-07,-7.8207e-07,-7.8208e-07,-7.8208e-07,-7.8208e-07,-7.8208e-07,-7.8209e-07,-7.8208e-07,-7.8208e-07,-7.8209e-07,-7.8208e-07,-7.8208e-07,-7.8209e-07,-7.8208e-07,-7.8207e-07,-7.8208e-07,-7.8209e-07,-7.8208e-07,-7.8208e-07,-7.8209e-07,-7.8208e-07,-7.8208e-07,-7.8208e-07,-7.8208e-07,-7.8208e-07,-7.8209e-07,-7.8209e-07,-7.8208e-07
-25.803,-0.69461,3.7623,1.3919,-1.7791,-0.00073125,-0.34091,-0.024966,-2.3164e-06,-2.1857e-06,-2.0561e-06,-1.9206e-06,-1.7794e-06,-0.0036473,-2.1059,-1.0669,-0.50902,-0.014362,-13.937,-255.85,-245.96,-213.59,-209,-204.8,-197.84,-188.72,-170.93,-150.23,-132.08,-119.31,-110.23,-101.16,-92.086,-83.014,-73.941,-64.868,-55.795,-46.725,-37.676,-28.763,-20.49,-14.346,-7.3594,-1.6509,-0.27322,-0.044806,-0.0073794,-0.0012631,-0.00048059,-0.0017117,-0.010184,-0.062065,-0.38524,-2.5355,-14.489,-1.6877,-0.00083825,-1.4834e-06,-1.3615e-06,-0.00062213,-1.2263,-0.0025459,-4.2031e-07,-4.203e-07,-4.203e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.203e-07,-4.203e-07,-4.203e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.203e-07,-4.203e-07,-4.203e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.2028e-07,-4.203e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.2028e-07,-4.203e-07,-4.2029e-07,-4.203e-07,-4.2029e-07,-4.2029e-07,-4.2029e-07,-4.203e-07,-4.203e-07
-24.111,-1.4252,-0.027198,0.1127,4.7254,4.4677,0.47148,25.47,-0.16981,-1.1671,-4.0667e-05,-3.6627e-06,-6.1788e-06,-0.092457,-6.1181,-0.079844,-0.0010684,0.0026974,0.19838,16.633,0.01539,4.5474e-06,-3.0402e-06,-2.7912e-06,-2.6084e-06,-0.0001639,-0.31696,-202.44,-265.4,-238.46,-214.2,-203.18,-199.8,-192.89,-182.39,-173.43,-168.97,-164.74,-160.5,-156.26,-152.03,-147.79,-129.87,-87.535,-46.284,-14.619,-2.4258,-0.2361,-0.028834,-0.064835,-0.66695,-1.601,-0.086683,-0.0050107,-0.0021266,-0.032552,-0.59674,-10.274,-1.0257,-5.3947e-07,-4.9686e-07,-4.9686e-07,-4.9687e-07,-4.9687e-07,-4.9686e-07,-4.9686e-07,-4.9687e-07,-4.9687e-07,-4.9687e-07,-4.9687e-07,-4.9687e-07,-4.9687e-07,-4.9687e-07,-4.9687e-07,-4.9686e-07,-4.9687e-07,-4.9687e-07,-4.9686e-07,-4.9687e-07,-4.9686e-07,-4.9687e-07,-4.9686e-07,-4.9687e-07,-4.9686e-07,-4.9686e-07,-4.9686e-07,-4.9686e-07,-4.9687e-07,-4.9688e-07,-4.9687e-07,-4.9687e-07,-4.9687e-07,-4.9687e-07,-4.9686e-07,-4.9688e-07,-4.9687e-07,-4.9687e-07,-4.9687e-07,-4.9687e-07,-4.9686e-07
-24.03,35.654,-42.19,-1.8389,12.4,0.48004,-2.3281e-05,-2.3266e-05,-2.3155e-05,-2.3039e-05,-2.2919e-05,-2.2794e-05,-2.2666e-05,-0.00077869,-30.362,-29.143,-245.15,-424.51,-396.75,-369,-341.24,-313.48,-285.72,-257.96,-237.79,-217.56,-202.25,-22.859,2.9652,20.148,5.0321,1.174,0.27169,0.065099,0.015726,0.0037698,0.00086387,0.00015708,-1.4861e-05,-5.6686e-05,-6.6859e-05,-6.9337e-05,-6.9948e-05,-7.0133e-05,-7.0329e-05,-7.0993e-05,-7.3691e-05,-8.4775e-05,-0.00013034,-0.0003176,-0.0010875,-0.0042538,-0.017285,-0.07111,-0.2966,-1.2851,-5.4563,-22.13,-0.66459,-0.0083142,-0.00012532,-9.8493e-05,-0.0062311,-0.49534,-35.45,-0.00092105,-5.7851e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7758e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06,-5.7757e-06
-23.434,-3.2065,8.2127,12.335,0.015662,-4.0617,-8.8409,21.841,0.00017821,-1.1273e-05,-0.0050985,-6.1761,-0.0013636,-1.5064e-05,-1.4818e-05,-0.00026823,-1.1002,-0.0072681,-1.7323e-05,-1.5292e-05,-1.5142e-05,-1.4988e-05,-1.4827e-05,-1.4854e-05,-0.00076281,-2.8528,-272.86,-265.22,-257.16,-248.28,-240.19,-232.5,-227.64,-223.08,-219.99,-215.59,-211.94,-150.15,-103.5,-98.043,-92.171,-85.703,-79.931,-74.609,-70.036,-65.516,-60.995,-56.474,-51.954,-47.433,-42.914,-38.397,-33.896,-29.453,-25.204,-21.531,-19.402,-21.276,-35.425,-15.517,-0.00030212,-2.9032e-06,-2.8937e-06,-2.8937e-06,-2.8937e-06,-2.8937e-06,-3.821e-06,-0.029458,-0.0083342,-2.8612e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06,-2.7302e-06
-16.503,-0.059434,0.00097878,9.547,-38.98,-1.7603,-0.01284,-0.00011701,-1.4535e-05,-1.4045e-05,-7.5919e-05,-0.0078305,-0.96743,-0.75023,-0.015255,-0.00020692,0.0036248,0.19612,8.0407,0.070893,0.00034442,-8.8021e-06,-0.00015673,-0.029389,-5.7339,-205.01,-350.62,-325.93,-301.23,-276.53,-251.83,-227.13,-202.43,-177.73,-153.04,-128.34,-110.49,-103.17,-96.711,-90.334,-86.561,-82.362,-72.724,-50.567,-29.687,-13.349,-4.5083,-1.0545,-0.21662,-0.038532,0.022866,0.15347,0.7521,3.4078,4.4756,1.7301,0.63794,0.17907,-0.11256,-0.50835,-1.402,-3.6821,-8.9591,-3.4749,-0.52568,-0.18787,-1.1326,-7.8053,-45.867,-0.026717,-5.0061e-06,-1.5807e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06,-1.5803e-06
-15.157,-0.011752,-1.8522e-05,0.0051782,39.67,0.60012,0.014724,-0.071095,-3.0983e-06,-3.0231e-06,-2.9475e-06,-2.8697e-06,-2.7891e-06,-2.7053e-06,-0.00021628,-0.13117,-2.8956e-06,-2.7219e-06,-2.6056e-06,-2.4823e-06,-2.3992e-06,-0.097252,-162.81,-192.74,-225.28,-257.14,-286.81,-279.91,-249.69,-215.68,-184.73,-158.7,-150.56,-144.46,-138.01,-126.44,-49.462,-4.3564,1.9934,16.515,5.8342,2.1001,0.73403,0.26605,0.098401,0.03663,0.013505,0.0045269,0.00029136,-0.003619,-0.011282,-0.030717,-0.082451,-0.2224,-0.61047,-1.7356,-4.8989,-13.471,-3.0408,-0.11181,-0.0043013,-0.00028807,-0.0030807,-0.080048,-2.317,-49.728,-0.0013773,-1.0374e-06,-9.8924e-07,-9.8924e-07,-9.8925e-07,-9.8924e-07,-9.8925e-07,-9.8924e-07,-9.8925e-07,-9.8925e-07,-9.8924e-07,-9.8925e-07,-9.8925e-07,-9.8924e-07,-9.8925e-07,-9.8924e-07,-9.8925e-07,-9.8924e-07,-9.8924e-07,-9.8925e-07,-9.8923e-07,-9.8925e-07,-9.8925e-07,-9.8924e-07,-9.8924e-07,-9.8924e-07,-9.8924e-07,-9.8924e-07,-9.8924e-07,-9.8924e-07,-9.8925e-07,-9.8924e-07,-9.8924e-07,-9.8924e-07
-12.662,-22.041,-4.0526,5.351,79.57,0.053815,-0.80722,-3.8393,-0.0017992,-6.0875e-06,-5.1297e-06,-5.0229e-06,-4.9133e-06,-4.8027e-06,-9.9029e-06,-0.011013,-21.956,-1.846,-0.087888,-0.0040244,-0.0017723,-0.034602,-0.69695,-2.2139,-0.29847,-1.3158,-12.755,-58.266,-116.45,-174.77,-233.09,-291.41,-292.78,-288.18,-283.21,-278.07,-273.43,-269.12,-264.39,-243.97,-154.35,-135.23,-118.53,-101.84,-85.147,-68.461,-51.835,-35.587,-20.834,-9.586,-2.5617,2.4718,4.0025,1.3821,-0.53693,-3.1776,-7.3675,-15.49,-6.3222,-0.59157,-0.048252,-0.044827,-0.5561,-6.8028,-11.461,-0.016323,-2.9539e-05,-1.4679e-06,-1.4191e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06,-1.419e-06
